name,pop,lat,lon
Dearborn ,97326,42.3222599,-83.1763145
Sandy Springs ,97011,33.92426879999999,-84.37853790000001
Roanoke ,96810,37.270973,-79.94143129999999
Jurupa Valley ,96460,33.9798472,-117.4515754
Livonia ,96315,42.36837,-83.3527097
College Station ,95703,30.626261600000003,-96.33472490000001
Vista ,95168,33.2000368,-117.2425355
South Gate ,95079,33.9463456,-118.200981
New Bedford ,94798,41.6362152,-70.934205
San Angelo ,94651,31.4319925,-100.4545797
Greeley ,94318,40.42331420000001,-104.7091322
Davie ,94283,26.075729,-80.28410878
Mission Viejo ,94209,33.5965685,-117.659405
Yuma ,94174,32.665167,-114.47590490000002
Brockton ,94147,42.083433500000005,-71.0183787
Hillsboro ,94095,45.5228939,-122.989827
Renton ,94030,47.4799078,-122.2034496
Vacaville ,93356,38.3760441,-121.9954703
Pearland ,93252,29.5639758,-95.28642990000002
Yakima ,92787,46.601557,-120.51084209999999
Quincy ,92551,39.9356016,-91.40987270000001
Carson ,91940,33.832204299999994,-118.2517547
Lee's Summit ,91920,38.9108408,-94.3821724
Tuscaloosa ,91739,33.2668398,-87.4862182
Hesperia ,91418,34.4263886,-117.3008784
Beaverton ,91406,45.4871723,-122.8037804
Roswell ,91196,33.3942655,-104.52302420000001
Sparks ,91010,39.5348431,-119.7527683
Lynn ,90778,42.466763,-70.94949390000001
Santa Monica ,90749,34.0195598,-118.48697390000001
Federal Way ,90694,47.313494,-122.3393103
Spokane Valley ,90622,47.6732281,-117.2393748
Miami Beach ,90416,25.7881436,-80.1272705
Redding ,90367,40.5863563,-122.3916754
Orem ,89613,40.2975185,-111.6944685
Rio Rancho ,89570,35.233375,-106.6644716
Lawrence ,89050,38.9719384,-95.2359496
Waukegan ,88940,42.3636331,-87.84479379999999
Santa Barbara ,88757,34.4098107,-119.6970239
Fall River ,88738,43.2264954,-103.5791473
Sandy ,88692,40.572851,-111.83344950000001
Allen ,87798,37.888216799999995,-95.3170208
Longmont ,87427,40.1672117,-105.1019287
Fort Smith ,87189,35.3872218,-94.4248983
Plantation ,86961,26.1265258,-80.25786104
Norwalk ,86705,41.1175966,-73.4078968
Chico ,86687,39.728494500000004,-121.8374777
Nashua ,86644,42.7653662,-71.467566
Boca Raton ,86622,26.3586885,-80.08309840000001
Sunrise ,86483,26.148244899999998,-80.32888574
League City ,86279,29.5074538,-95.0949303
Duluth ,86270,46.77293220000001,-92.1251218
Greenville ,86244,34.851354,-82.3984882
Newport Beach ,86229,33.6170092,-117.92944009999998
San Leandro ,85989,37.7249296,-122.1560768
Newton ,85915,42.3370414,-71.2092214
Whittier ,85883,33.974893200000004,-118.0336975
Hawthorne ,85161,33.9113109,-118.34779420000001
San Marcos ,85152,29.882643599999998,-97.9405828
Deltona ,85138,28.9005446,-81.2636738
Asheville ,84697,35.600949799999995,-82.5540161
Trenton ,84476,40.2170575,-74.7429463
Cicero ,84395,41.8455878,-87.7539448
Tracy ,84114,37.718829,-121.4342842
Citrus Heights ,83960,38.7071247,-121.2810611
Bloomington ,83917,39.1670396,-86.5342881
Westland ,83563,42.32380560000001,-83.4005321
Ogden ,83316,41.2230048,-111.9738429
Sioux City ,83033,42.4966815,-96.4058782
Edmond ,83020,35.6571367,-97.46490379999999
Nampa ,82645,43.573736100000005,-116.559642
Livermore ,82360,37.6820583,-121.76805309999999
Danbury ,82176,41.394816999999996,-73.45401109999999
Kirkland ,82098,47.6859573,-122.1920249
Champaign ,81982,40.116420500000004,-88.2433829
Hoover ,81759,33.392206,-86.78045321
Bloomington ,81710,39.1670396,-86.5342881
Buena Park ,81709,33.870413,-117.9962165
Carmel ,81633,39.978371100000004,-86.1180435
Troy ,81530,42.6055893,-83.1499304
Bellingham ,81517,48.754402,-122.4788602
Indio ,81167,33.71928079999999,-116.2188054
O'Fallon ,81023,38.5922715,-89.91121240000001
Longview ,81014,32.5007038,-94.74048909999999
Concord ,80620,43.207106,-71.53702159999999
Lakewood ,80599,39.6246085,-105.0842039
Cranston ,80542,41.7809588,-71.4371257
Sugar Land ,80527,29.6196787,-95.6349463
Hemet ,80400,33.778562,-117.03576650000001
Farmington Hills ,80196,42.4853125,-83.3771553
Hammond ,80194,41.5833658,-87.500043
Fishers ,79955,39.9555928,-86.01387290000001
Menifee ,79945,37.935760200000004,-83.6014187
Merced ,79831,37.3029568,-120.48432690000001
Mission ,79690,26.2159066,-98.3252932
Gary ,79688,41.6021292,-87.3371372
Chino ,79620,34.013356099999996,-117.690075
Johns Creek ,79521,34.0181557,-84.190196
Racine ,78505,42.7261309,-87.78285229999999
Lake Forest ,78454,42.2586342,-87.840625
Redwood City ,78066,37.4852152,-122.2363548
Largo ,77941,27.909466499999997,-82.7873244
Meridian ,77855,32.376096000000004,-88.68978607
Napa ,77777,38.2891775,-122.29370630000001
Albany ,77746,42.6511674,-73.754968
New Rochelle ,77709,40.9115386,-73.78263630000001
Bend ,77628,44.058172799999994,-121.31530959999999
Camden ,77567,30.9298212,-81.6225075
Bryan ,77255,30.693444,-96.40080172
Bellflower ,77134,33.8825705,-118.1167679
Bloomington ,77120,39.1670396,-86.5342881
St. Joseph ,77112,39.7686055,-94.8466322
Lawrence ,76986,38.9719384,-95.2359496
Avondale ,76927,33.4359175,-112.3405021
Brooklyn Park ,76889,45.100480700000006,-93.3443585
Lynchburg ,76813,37.40088,-79.18449229
Somerville ,76666,42.3875968,-71.0994968
Deerfield Beach ,76567,26.318341999999998,-80.0996306
Palm Coast ,76554,29.5541432,-81.22076729999999
Tustin ,76371,33.7458511,-117.82616599999999
Scranton ,75981,41.4086874,-75.66212940000001
Baldwin Park ,75949,34.08033185,-117.96621370000001
Decatur ,75846,39.8628075,-88.89387182
Chino Hills ,75788,33.992680299999996,-117.760056
Medford ,75670,42.326418100000005,-122.8718605
Fayetteville ,75590,36.111508,-94.20986672
Kennewick ,75542,46.2112458,-119.1372338
Arlington Heights village,75394,38.896778399999995,-77.0724777
Mountain View ,75207,37.3855745,-122.08205
Bethlehem ,75084,40.6178915,-75.3786521
Evanston ,74993,42.0447388,-87.6930459
Alameda ,74753,37.6090291,-121.899142
Kalamazoo ,74679,42.291707,-85.5872286
Upland ,74623,34.09751,-117.64838759999999
St. George ,73953,37.104153000000004,-113.58413130000001
Bolingbrook village,73783,39.98265,-83.1258399
San Ramon ,73062,37.7799273,-121.9780153
Bay ,72973,30.248169300000004,-85.6593633
Appleton ,72835,44.26113370000001,-88.40676040000001
Folsom ,72682,38.6779591,-121.17605829999998
Wyoming ,72681,43.1700264,-107.5685348
Lake Charles ,72679,30.226594899999995,-93.21737590000001
Springdale ,72322,36.18674420000001,-94.1288142
Southfield ,72109,42.473368900000004,-83.2218731
Pharr ,72095,26.1572415,-98.19134333
Gastonia ,72013,35.262082,-81.1873005
Auburn ,71605,32.597826500000004,-85.56335486
Rochester Hills ,71573,42.6583661,-83.14993220000001
Pleasanton ,71249,37.6624312,-121.8746789
Pawtucket ,71186,41.878710999999996,-71.38255579999999
Wilmington ,70978,39.7459468,-75.546589
Warner Robins ,70741,32.598313,-83.62567691
Waukesha ,70709,43.0116784,-88.2314813
Union City ,70666,37.5963232,-122.08162970000001
Perris ,70368,33.7825194,-117.22864779999999
Muncie ,70347,40.1936683,-85.3865114
Passaic ,70270,40.8567663,-74.12847640000001
Apple Valley ,70150,44.7319094,-93.21772
Lynwood ,69852,33.930322499999996,-118.2114933
Lafayette ,69795,30.2240897,-92.0198427
Redlands ,69441,34.072662,-117.0934169
Mount Pleasant ,69411,32.794065100000005,-79.86258509999999
Manteca ,69287,37.7986184,-121.21171480000001
Turlock ,69183,37.494656799999994,-120.84659409999999
Iowa City ,69183,41.661256099999996,-91.5299106
Loveland ,69153,40.397761200000005,-105.0749801
Jonesboro ,69069,35.8428646,-90.7034522
Boynton Beach ,68946,26.525349100000003,-80.0664309
Gulfport ,68887,30.367419800000004,-89.0928155
Santa Fe ,68736,35.68699960000001,-105.9377997
Rapid City ,68637,44.0811755,-103.22800600000001
Waterloo ,68386,43.4655524,-80.52177859999999
Lauderhill ,68374,26.1403635,-80.2133808
Layton ,68245,41.060288799999995,-111.96614950000001
Jacksonville ,68161,30.3321838,-81.655651
Missouri City ,67922,29.6330685,-95.5375482
Mount Vernon ,67746,38.317271500000004,-88.9031201
Union City ,67686,37.5963232,-122.08162970000001
Missoula ,67565,46.879583000000004,-113.92145900000001
Temple ,67514,31.098207000000002,-97.34278470000001
Rock Hill ,67339,34.9248667,-81.02507840000001
Goodyear ,67229,33.353365999999994,-112.41385670000001
Redondo Beach ,67193,33.8455911,-118.38867659999998
Milpitas ,67188,37.4282724,-121.90662379999999
Kenner ,66875,29.9942265,-90.2417806
Jackson ,66816,32.29903839999999,-90.1847691
Eau Claire ,66797,44.811349,-91.4984941
Dothan ,66662,31.158521999999998,-85.4269662
Youngs ,66574,38.8986836,-83.20601620000001
St. Charles ,66159,41.9141984,-88.30869770000001
Portland ,66147,45.5202471,-122.6741949
Oshkosh ,66128,44.0206919,-88.54085740000001
Flower Mound ,66067,33.0145673,-97.0969552
Flagstaff ,66066,35.199458,-111.6514259
Rancho Cordova ,66058,38.5890723,-121.302728
Schenectady ,66041,42.8095455,-74.021672
Frederick ,65965,39.414443,-77.4105783
St. Cloud ,65915,45.5616075,-94.16420040000001
Yorba Linda ,65765,33.890107,-117.8255939
Davis ,65741,38.545379,-121.74458349999999
Camarillo ,65670,34.2163939,-119.0376024
Harlingen ,65666,26.190630600000002,-97.69610259999999
Palo Alto ,65442,37.442156,-122.16344720000001
Walnut Creek ,64914,37.9063131,-122.06496299999999
Yuba City ,64845,39.1404477,-121.6169108
South San Francisco ,64621,37.6549493,-122.40812509999999
Pittsburg ,64621,38.018775700000006,-121.88508359999999
Pasco ,64568,28.299618300000002,-82.4522702
Eagan ,64526,44.818173,-93.1659179
East Orange ,64403,40.767323,-74.20486770000001
North Richland Hills ,64387,32.8342952,-97.22890290000001
San Clemente ,64378,33.4270275,-117.6124179
Franklin ,64339,37.976540899999996,-88.9335327
Johnson City ,64283,36.3134398,-82.3534728
Lorain ,63968,41.452819,-82.18237459999999
Laguna Niguel ,63893,33.5225261,-117.70755259999999
Fort Myers ,63838,26.640628000000003,-81.87230840000001
North Little Rock ,63525,34.745627500000005,-92.15314448
Woodbury ,63523,44.92317,-92.9588282
Janesville ,63449,42.715185399999996,-88.9907743
Bossier City ,63441,32.5499425,-93.70095925
Pico Rivera ,63384,33.9830688,-118.09673500000001
Maple Grove ,63200,45.075979700000005,-93.4561052
Montebello ,63090,34.0159398,-118.111975
Shawnee ,63017,39.041671799999996,-94.72023759999999
Bismarck ,62997,46.808326799999996,-100.7837392
Homestead ,62777,25.468722399999997,-80.4775569
Taylor ,62636,32.556921,-84.23951540000002
Council Bluffs ,62500,41.2621283,-95.8613912
Hamilton ,62335,43.254687,-79.8678197
Rockville ,62143,39.0840054,-77.15275729999999
Utica ,62024,43.100903100000004,-75.2326641
Madera ,61999,37.171626399999994,-119.77379909999999
Tamarac ,61808,26.2052115,-80.27105546
Conway ,61666,35.0886963,-92.44210109999999
Eden Prairie ,61610,44.8546856,-93.470786
Delray Beach ,61598,26.4614625,-80.07282009999999
Kissimmee ,61520,28.2920249,-81.40780129999999
Coon Rapids ,61506,45.1199652,-93.2877277
Gaithersburg ,61491,39.143440600000005,-77.2013705
Haverhill ,61463,42.7762015,-71.0772796
Santa Cruz ,61449,36.9746099,-122.0294259
Waltham ,61377,42.3756401,-71.2358004
Marysville ,61289,39.1457247,-121.59135159999998
Daytona Beach ,61202,29.2108147,-81.02283309999999
La Habra ,61052,33.9318775,-117.9461074
Terre Haute ,60985,39.466702500000004,-87.4139119
Vineland ,60947,39.473152,-75.00202645
Meriden ,60736,41.5381535,-72.8070435
Monterey Park ,60676,34.0512156,-118.12922900000001
Burnsville ,60655,44.7677424,-93.27772259999999
North Miami ,60593,25.90560775,-80.17506945
West Allis ,60507,43.0166806,-88.0070315
Cheyenne ,60339,41.1399814,-104.8202462
Encinitas ,60339,33.0369867,-117.2919818
Springfield ,60306,39.7989763,-89.6443688
Ames ,60231,42.0346917,-93.6201507
Tulare ,59948,36.2516475,-118.85258300000001
Greenville ,59947,34.851354,-82.3984882
Malden ,59940,42.4250964,-71.066163
Taylorsville ,59755,40.667751700000004,-111.9386311
Springfield ,59728,39.7989763,-89.6443688
St. Clair Shores ,59671,42.4969805,-82.8888054
Pontiac ,59627,40.880866600000004,-88.6297839
Grand Junction ,59581,39.063956,-108.5507317
Alpharetta ,59424,34.0709576,-84.2747329
New Braunfels ,59422,29.7026173,-98.1256263
Lancaster ,59400,40.038129999999995,-76.3056686
Bowling Green ,59395,36.990319899999996,-86.4436018
Gardena ,59279,33.888330200000006,-118.3070892
Cupertino ,59253,37.323010700000005,-122.0322519
National City ,59145,32.6781085,-117.0991967
Conroe ,59120,30.20481805,-95.45240905
Great Falls ,58971,47.5048851,-111.2918908
Lakewood ,58649,39.6246085,-105.0842039
Des Plaines ,58637,42.041582299999995,-87.8873916
Huntington Park ,58486,33.981681200000004,-118.22507250000001
West Des Moines ,58373,41.564533700000005,-93.7595281
San Rafael ,58264,37.9735346,-122.5310874
Petaluma ,58262,38.270022,-122.6061223
Royal Oak ,58138,42.4894801,-83.1446485
Blaine ,58128,35.8970899,-98.42259609999999
Mansfield ,58065,40.758390000000006,-82.51544709999999
Dubuque ,57818,42.5006217,-90.66479670000001
Rogers ,57780,36.3781607,-95.61908890000001
La Mesa ,57777,33.436188,-111.58606609999998
Owensboro ,57774,37.7742152,-87.1133304
North Port ,57626,27.044224,-82.23592540000001
Marietta ,57604,33.9528472,-84.54961479999999
Idaho Falls ,57595,43.4930789,-112.044349
Rocky Mount ,57533,35.9382104,-77.79053409999999
Broomfield ,57433,39.937989200000004,-105.0587294
Chapel Hill ,57429,35.913199600000006,-79.05584449999999
Dearborn Heights ,57389,42.3369816,-83.2732627
Bartlett ,57363,41.9908485,-88.18500279999999
White Plains ,57231,41.0339862,-73.76290970000001
Rowlett ,57019,32.9029017,-96.56388000000001
Tinley Park village,56967,41.5961445,-87.7864396
Kokomo ,56923,40.486444399999996,-86.13363509999999
Arcadia ,56812,34.136207500000005,-118.0401497
Moore ,56754,35.28356289999999,-86.34115140000002
Berwyn ,56748,41.8505874,-87.79366850000001
Medford ,56676,42.326418100000005,-122.8718605
Ocala ,56637,29.187198600000002,-82.14009229999999
Lakeville ,56625,44.650051,-93.2432791
Port Orange ,56593,29.10150985,-81.01055374
Jupiter ,56240,26.9266939,-80.12208902
Casper ,56173,42.866632,-106.31308100000001
Valdosta ,56087,30.8327022,-83.2784851
Fountain Valley ,56072,33.7038145,-117.96273490000002
Diamond Bar ,55982,34.028622600000006,-117.81033670000001
Novi ,55933,42.48059,-83.47549129999999
